source_url,title,content,index,question,answer
https://www.va.gov/change-direct-deposit/,Change your direct deposit information. change direct deposit,Learn how to change your direct deposit information for your VA benefit payments.,10,,
https://www.va.gov/change-direct-deposit/,. change direct deposit,You can update your direct deposit information for these 3 types of benefit payments in your VA.gov profile: Disability compensation payments Education benefit payments Pension payments You’ll need your bank account and routing number.,11,,
https://www.va.gov/change-direct-deposit/,How to get help with changing your information in your profile. change direct deposit,How to get help with changing your information in your profile Get step-by-step instructions for changing your direct deposit information online Or you can call us at800-698-2411(TTY: 711). We’re here 24/7.,12,,
https://www.va.gov/claim-or-appeal-status/,"Check your VA claim, decision review, or appeal status. claim or appeal status","Find out how to check the status of certain VA claims, decision reviews, or appeals online.",13,,
https://www.va.gov/claim-or-appeal-status/,"What types of claims, decision reviews, and appeals can I check in this tool?. claim or appeal status","You can use this tool to check the status of a VA claim, decision review, or appeal for these types of benefits: You can use this tool to check the status of a VA claim, decision review, or appeal for these types of benefits: Disability compensation (including claims based on special needs like an automobile or clothing allowance) Veterans or Survivors Pension benefits Special monthly compensation (such as Aid and Attendance) Dependency and Indemnity Compensation (DIC) Burial allowance to help pay for a Veteran’s burial and funeral expenses Specially Adapted Housing (SAH) or Special Housing Adaptation (SHA) grant You can also use this tool to check the status of these types of requests: You can also use this tool to check the status of these types of requests: Requests to add or remove dependents Requests for approval of school attendance for dependent children",14,,
https://www.va.gov/claim-or-appeal-status/,Can I use this tool?. claim or appeal status,"To use this tool, you’ll need to have one of these free accounts: To use this tool, you’ll need to have one of these free accounts: A verifiedLogin.govaccount,or Login.gov or A verifiedID.meaccount,or ID.me or A PremiumDS Logonaccount (used for eBenefits and milConnect),or DS Logon or A PremiumMy HealtheVetaccount My HealtheVet",15,,
https://www.va.gov/claim-or-appeal-status/,"Once I’m signed in, how do I check my status?. claim or appeal status","You’ll find a list of your claims, decision reviews, and appeals. You can check the statuses in the list. Or you can select a claim, decision review, or appeal to review the full details.",16,,
https://www.va.gov/claim-or-appeal-status/,What kind of information can I get from this tool?. claim or appeal status,"You can find out where your claim, decision review, or appeal is in our review process. You can also check these details: You can also check these details: Any evidence you’ve filed online to support your initial claim Any additional evidence we’ve requested from you Your claim, decision review, or appeal type What you’ve claimed You can also use the tool to upload and download some documents: You can also use the tool to upload and download some documents: Upload evidence for an initial claim (you can’t use this tool to upload evidence for a decision review or an appeal) Download decision letters for certain types of claims, decision reviews, and appeals",17,,
https://www.va.gov/claim-or-appeal-status/,What if I sent a document to VA as evidence and it’s not listed?. claim or appeal status,"This may be because certain documents won’t appear online. We won’t list these types of documents: We won’t list these types of documents: Documents you sent to us by mail or fax,or or Documents you brought to us in person,or or Documents we’ve restricted to protect your or someone else’s privacy",18,,
https://www.va.gov/claim-or-appeal-status/,Will VA protect my personal information if I use this tool?. claim or appeal status,"Yes. This is a secure website. We follow strict security policies and practices to protect your personal health information. If you print or download anything from the website, you’ll need to take responsibility for protecting that information.",19,,
https://www.va.gov/claim-or-appeal-status/,What if I have more questions?. claim or appeal status,"You can call us at800-827-1000(TTY: 711). We’re here Monday through Friday, 8:00 a.m. to 9:00 p.m. ET.",20,,
https://www.va.gov/disability/dependency-indemnity-compensation/,"About VA DIC for spouses, dependents, and parents. disability dependency indemnity compensation","If you’re the surviving spouse, child, or parent of a service member who died in the line of duty, or the survivor of a Veteran who died from a service-related injury or illness, you may be able to get a tax-free monetary benefit called VA Dependency and Indemnity Compensation (VA DIC). Find out if you can get VA benefits or compensation.",21,,
https://www.va.gov/disability/dependency-indemnity-compensation/,Am I eligible for VA DIC as a surviving spouse or dependent?. disability dependency indemnity compensation,"As a surviving spouse Eligibility You may be eligible for VA benefits or compensation if you meet these requirements. One of these must be true: One of these must be true: You lived with the Veteran or service member without a break until their death,or or If you’re separated, you weren’t at fault for the separation And one of these must be true: And one of these must be true: You married the Veteran or service member within 15 years of their discharge from the period of military service during which the qualifying illness or injury started or got worse,or or You were married to the Veteran or service member for at least 1 year,or or You had a child with the Veteran or service member Note:If you remarried, you can receive or continue to receive compensation if one of these describes you: Note: You remarried on or after December 16, 2003, and you were 57 years of age or older at the time you remarried,or or You remarried on or after January 5, 2021, and you were 55 years of age or older at the time you remarried Evidence You’ll need to provide evidence with your claim showing that one of these descriptions is true for the Veteran or service member. Evidence may include documents like military service records, doctor’s reports, and medical test results. Provide evidence showing that one of these is true: Provide evidence showing that one of these is true: The service member died while on active duty, active duty for training, or inactive-duty training,or or The Veteran died from a service-connected illness or injury,or or The Veteran didn’t die from a service-connected illness or injury, but was eligible to receive VA compensation for a service-connected disability rated as totally disabling for a certain period of time If the Veteran’s eligibility was due to a rating of totally disabling, they must have had this rating: If the Veteran’s eligibility was due to a rating of totally disabling, they must have had this rating: For at least 10 years before their death,or or Since their release from active duty and for at least 5 years immediately before their death,or or For at least 1 year before their death if they were a former prisoner of war who died after September 30, 1999 Note:“Totally disabling” means the Veteran’s injuries made it impossible for them to work. Note: Learn more about the evidence you’ll need to support your claim As a surviving child Eligibility You may be eligible for VA benefits or compensation if you meet these requirements. All of these must be true: All of these must be true: You aren’t married,and and You aren’t included on the surviving spouse’s compensation,and and You’re under the age of 18 (or under the age of 23 if attending school) Note:If you were adopted out of the Veteran’s or service member’s family, but meet all other eligibility criteria, you still qualify for compensation. Note: Evidence You’ll need to provide evidence with your claim showing that one of these descriptions is true for the Veteran or service member. Evidence may include documents like military service records, doctor’s reports, and medical test results. Provide evidence showing that one of these is true: Provide evidence showing that one of these is true: The service member died while on active duty, active duty for training, or inactive-duty training,or or The Veteran died from a service-connected illness or injury,or or The Veteran didn’t die from a service-connected illness or injury, but was eligible to receive VA compensation for a service-connected disability that was rated as totally disabling for a certain period of time If the Veteran’s eligibility was due to a service-connected disability rated as totally disabling, they must have had this rating: If the Veteran’s eligibility was due to a service-connected disability rated as totally disabling, they must have had this rating: For at least 10 years before their death,or or Since their release from active duty and for at least 5 years immediately before their death,or or For at least 1 year before their death if they were a former prisoner of war who died after September 30, 1999 Note:“Totally disabling” means the Veteran’s injuries make it impossible for them to work. Note: Learn more about the evidence you’ll need to support your claim As a surviving parent Eligibility You may be eligible for VA benefits or compensation if you meet these requirements. Both of these must be true: Both of these must be true: You’re the biological, adoptive, or foster parent of the Veteran or service member,and and Your income is below a certain amountCheck the parents DIC rate table Note:We define a foster parent as someone who served in the role of a parent to the Veteran or service member before their last entry into active service. Note: Evidence You’ll need to provide evidence with your claim showing that one of these descriptions is true for the Veteran or service member. Evidence may include documents like military service records, doctor’s reports, and medical test results. Provide evidence showing that one of these is true: Provide evidence showing that one of these is true: The service member died from an injury or illness while on active duty or in the line of duty while on active duty for training,or The service member died from an injury or illness while on active duty or in the line of duty while on active duty for training,or or The service member died from an injury or certain illnesses in the line of duty while on inactive training,or The service member died from an injury or certain illnesses in the line of duty while on inactive training,or or The Veteran died from a service-connected illness or injury The Veteran died from a service-connected illness or injury Learn more about the evidence you’ll need to support your claim Note:If you’re the survivor of a Veteran who died from COVID-19 and a service-related condition made their illness worse, you may be eligible for VA DIC. When we review your application, we’ll consider whether a service-related condition contributed to your loved one’s illness. Note:",22,,
https://www.va.gov/disability/dependency-indemnity-compensation/,What kind of benefits can I get?. disability dependency indemnity compensation,"If you qualify, you can get tax-free monetary benefits. The amount you receive depends on the type of survivor you are. DIC benefit rates for surviving spouses and children DIC benefits for surviving parents",23,,
https://www.va.gov/disability/dependency-indemnity-compensation/,How do I apply for compensation?. disability dependency indemnity compensation,"First you’ll need to fill out an application for benefits. The application you fill out will depend on your survivor status. If you’re the surviving spouse or child of a service member who died while on active duty,your military casualty assistance officer will help you to complete an Application for DIC, Death Pension, and/or Accrued Benefits by a Surviving Spouse or Child (VA Form 21P-534a). The officer will help you mail the form to the correct VA regional office. If you’re the surviving spouse or child of a service member who died while on active duty, Get VA Form 21P-534a to download If you’re the surviving spouse or child of a Veteran,fill out an Application for DIC, Death Pension, and/or Accrued Benefits (VA Form 21P-534EZ). If you’re the surviving spouse or child of a Veteran, Get VA Form 21P-534EZ to download If you’re a surviving parent,fill out an Application for Dependency and Indemnity Compensation by Parent(s) (VA Form 21P-535). If you’re a surviving parent, Get VA Form 21P-535 to download You can apply for this benefit in any of these ways: Work with an accredited attorney, claims agent, or Veterans Service Organization (VSO) representative.Get help filing a claim Use the QuickSubmit tool through AccessVA to upload your form online.Go to AccessVA to use QuickSubmit Mail your form to this address:Department of Veterans AffairsPension Intake CenterPO Box 5365Janesville, WI 53547-5365 Mail your form to this address: Department of Veterans AffairsPension Intake CenterPO Box 5365Janesville, WI 53547-5365 Go to a VA regional office and get help from a VA employee.Find a VA regional office near you",24,,
https://www.va.gov/disability/dependency-indemnity-compensation/,Should I submit an intent to file form?. disability dependency indemnity compensation,"You may want to submit an intent to file form before you apply for DIC benefits. This can give you the time you need to gather your evidence while avoiding a later potential start date (also called an effective date). When you notify us of your intent to file, you may be able to get retroactive payments (payments that start at a point in the past). Find out how to submit an intent to file form",25,,
https://www.va.gov/disability/eligibility/hazardous-materials-exposure/,Exposure to hazardous chemicals and materials. disability eligibility hazardous materials exposure,Learn about chemical hazards or other hazardous materials you may have come in contact with during military service. And find out if you can get VA disability compensation for illnesses or conditions related to these exposures. We call these presumptive conditions.,26,,
https://www.va.gov/disability/eligibility/hazardous-materials-exposure/,Agent Orange. disability eligibility hazardous materials exposure,"Agent Orange If you served in the Republic of Vietnam or in or near the Korean Demilitarized Zone (DMZ) during the Vietnam Era—or in certain related jobs—you may have had contact with Agent Orange, an herbicide used to clear plants and trees during the war. Learn about compensation based on Agent Orange exposure Asbestos If you worked in certain military jobs, you may have had contact with asbestos (toxic fibers once used in many buildings and products). Learn about compensation based on asbestos exposure Birth defects like spina bifida If you served in the Republic of Vietnam, in Thailand, or in or near the Korean DMZ during the Vietnam Era—and your child has spina bifida or certain other birth defects—your child may be eligible for disability benefits. Learn about compensation based on birth defects like spina bifida Burn pits and other specific environmental hazards If you served in Iraq, Afghanistan, or certain other areas, you may have had contact with toxic chemicals in the air, water, or soil. Learn about compensation based on burn pits and other specific environmental hazards Contact with mustard gas or lewisite If you served at the German bombing of Bari, Italy, in World War II or worked in certain other jobs, you may have had contact with mustard gas. Learn about compensation based on mustard gas or lewisite exposure Contaminated drinking water at Camp Lejeune If you served at Camp Lejeune or MCAS New River between August 1953 and December 1987, you may be at risk of certain illnesses believed to be caused by contaminants found in the drinking water during that time. Learn about compensation based on contaminated drinking water at Camp Lejeune Gulf War Illnesses in Southwest Asia If you served in the Southwest Asia theater of operations, you may be at risk of certain illnesses or other conditions linked to this region. Learn about compensation based on Gulf War illnesses in Southwest Asia Gulf War Illnesses in Afghanistan If you served in Afghanistan, you may be at risk of certain illnesses or other conditions linked to this region. Learn about compensation based on Gulf War illnesses in Afghanistan Project 112 or Project SHAD If you were part of warfare testing for Project 112 or Project Shipboard Hazard and Defense (SHAD) from 1962 to 1974, you may be at risk of illnesses believed to be caused by chemical testing. Learn about compensation based on Project 112/SHAD Radiation exposure If you served in the post-WWII occupation of Hiroshima or Nagasaki, were imprisoned in Japan, worked with or near nuclear weapons testing, or served at a gaseous diffusion plant or in certain other jobs, you may be at risk of illnesses believed to be caused by radiation. Learn about compensation based on radiation exposure",27,,
https://www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,Disabilities that appear within 1 year after discharge. disability eligibility illnesses within one year of discharge,"If you have certain chronic (long-lasting) conditions that started within 1 year after your discharge from active military service, you may be eligible for VA disability compensation. Eligible conditions include high blood pressure (hypertension), arthritis, diabetes, or peptic ulcers. Compensation provides tax-free monthly payments. Keep reading to find out if you may be eligible.",28,,
https://www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,How do I file a claim for compensation?. disability eligibility illnesses within one year of discharge,"You can file a claim online now. You can also file by mail, in person, or with the help of a trained professional. File for disability compensation online Learn about other ways to file a disability compensation claim",29,,
https://www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,What evidence will I need to provide to support my claim?. disability eligibility illnesses within one year of discharge,"Here’s what you’ll need to provide: Evidence that your condition is at least 10% disabling (like a doctor’s report that shows you take medicine for your high blood pressure),and and Evidence that your condition appeared within 1 year after your discharge from active service (like a medical report with the date of your diagnosis) Note:If you have a condition listed in Title 38, Code of Federal Regulation, 3.309(a), you won’t need to show the problem started during—or got worse because of—your military service. This is because we automatically assume (or “presume”) that certain conditions that appear within 1 year after discharge are caused by your service. We call these presumptive conditions. Note: Download Title 38, Code of Federal Regulation, 3.309(a) for a complete list of covered illnesses (DOC)",30,,
https://www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,Are any illnesses covered if they appear more than 1 year after discharge?. disability eligibility illnesses within one year of discharge,"Yes. You may be eligible for disability compensation for these illnesses, even if they appear more than 1 year after discharge: Hansen’s disease(a long-lasting infection that affects your skin, nerves, and mucous membranes) can appear within 3 years after discharge. Hansen’s disease Tuberculosis(an infection that attacks your lungs and sometimes other areas of your body) can appear within 3 years after discharge. Tuberculosis Multiple sclerosis(a long-lasting illness that can cause numbness, weakness, and many other symptoms) can appear within 7 years after discharge. Multiple sclerosis Amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig’s disease (a long-lasting illness that affects muscle control), can appear any time after discharge. Amyotrophic lateral sclerosis (ALS)",31,,
https://www.va.gov/disability/eligibility/ptsd/,Disability compensation for PTSD. disability eligibility ptsd,"If you have posttraumatic stress from a traumatic event you experienced during your service, you may be eligible for VA disability compensation for posttraumatic stress disorder (PTSD). Compensation provides tax-free monthly payments. Keep reading to find out if you may be eligible. Learn more about PTSD",32,,
https://www.va.gov/disability/eligibility/ptsd/,What does VA consider to be a traumatic event?. disability eligibility ptsd,"We consider any of these to be a traumatic event: You suffered a serious injury, personal or sexual trauma, or sexual violation,or or Someone or something threatened you with injury, sexual assault, or death",33,,
https://www.va.gov/disability/eligibility/ptsd/,How do I file a claim for compensation?. disability eligibility ptsd,"You can file a claim online now. You can also file by mail, in person, or with the help of a trained professional. File for disability compensation online Learn about other ways to file a disability compensation claim Note:In our screening process, we’ll focus on understanding your PTSD to help determine your eligibility for disability benefits. We won’t offer you treatment during this process. Note: Additional forms you’ll need to submit When you file a disability compensation claim, you’ll also need to fill out one of these additional forms: A Statement in Support of Claim for Service Connection for PTSD (VA Form 21-0781).Get VA Form 21-0781 to downloador or A Statement in Support of Claim for Service Connection for PTSD Secondary to Personal Assault (VA Form 21-0781a).Get VA Form 21-0781a to download",34,,
https://www.va.gov/disability/eligibility/special-claims/,Special claims. disability eligibility special claims,Find out if you can get special compensation for service-connected disabilities like the ones listed here. A service-connected disability is an illness or injury caused or made worse by your active-duty service.,35,,
https://www.va.gov/disability/eligibility/special-claims/,Automobile allowance and adaptive equipment. disability eligibility special claims,"Automobile allowance and adaptive equipment If your service-connected disability prevents you from driving, find out if you can get money to help buy a specially equipped vehicle or make needed changes to your existing vehicle. Learn more about special claims to get an automobile allowance and adaptive equipment Birth defects linked to Agent Orange If you were exposed to specific chemicals while serving in Vietnam, Thailand, or the Korean Demilitarized Zone, and your child has spina bifida or other birth defects, your child may be eligible for certain benefits. Learn more about special claims for birth defects linked to Agent Orange Replacing damaged clothing If your clothing’s been damaged by your prosthetic or orthopedic device—or by medicine you’re taking for a skin condition—find out if you can get money to help buy new clothes. Learn more about special claims to replace damaged clothing Recovery from surgery or an immobilizing disability (convalescence) If you’re recovering from surgery or other treatment related to your service-connected disability that’s left you unable to move, find out if you can get temporary disability payments or other benefits. Learn more about special claims based on recovery from surgery or an immobilizing disability Dental care If you’re a Veteran, find out if you can get dental care through VA. Learn more about special claims for dental care Time spent in a hospital If you spent time in a VA or VA-approved hospital for a service-connected disability, find out if you can get benefits like disability payments for that time. Learn more about special claims for time spent in a hospital Being unable to work (Individual Unemployability) If you can’t work because of your service-connected disability, find out if you can get increased disability payments. Learn more about special claims based on Individual Unemployability Title 38 U.S.C. 1151 disabilities If you suffered an added disability while getting VA medical care or taking part in a VA program designed to help you find, get, or keep a job, find out if you can get disability payments. Learn more about special claims based on Title 38 U.S.C. 1151 disabilities Immediate help for temporary disability needs (prestabilization) If you recently ended your active military service and you have a service-connected disability, find out if you can get temporary disability payments or other benefits right away. Learn more about special claims to get immediate help for temporary disability needs",36,,
https://www.va.gov/disability/eligibility/,Eligibility for VA disability benefits. disability eligibility,"VA disability compensation provides tax-free monthly payments. If you have a service-connected condition, you may be eligible for compensation. A service-connected condition means an illness or injury that was caused by—or got worse because of—your active military service. Keep reading to find out if you may be eligible.",37,,
https://www.va.gov/disability/eligibility/,"What should I do if I received an other than honorable, bad conduct, or dishonorable discharge?. disability eligibility","If you’ve received one of these discharge statuses, you may not be eligible for VA disability benefits. There are 2 ways you can try to qualify: There are 2 ways you can try to qualify: Find out how to apply for a discharge upgrade Learn about the VA Character of Discharge review process You can file a claim online now. You can also file by mail, in person, or with the help of a trained professional. File for disability compensation online now Learn about other ways to file a disability compensation claim You may be able to get VA disability benefits for conditions like these: You may be able to get VA disability benefits for conditions like these: Chronic (long-lasting) back pain resulting in a current diagnosed back disability Breathing problems resulting from a current lung condition or lung disease Severe hearing loss Scar tissue Loss of range of motion (problems moving your body) Ulcers Cancers or other conditions caused by contact with toxic chemicals or other dangers You may also be able to get VA disability benefits for conditions like these: You may also be able to get VA disability benefits for conditions like these: Anxiety Depression Mental or physical health conditions related to military sexual trauma (MST)Learn about MST and disability compensation Posttraumatic stress disorder (PTSD) Traumatic brain injury (TBI) Go to our Compensation 101 videos to learn more about how VA disability compensation works: Compensation 101: What is disability compensation? (YouTube) Compensation 101: What is service connection? (YouTube)",38,,
https://www.va.gov/disability/how-to-file-claim/additional-forms/,File additional forms for your disability claim. disability how to file claim additional forms,Find out if you’ll need to turn in any additional forms when you file your disability claim.,39,,
https://www.va.gov/disability/how-to-file-claim/additional-forms/,. disability how to file claim additional forms,"’ (Individual Unemployability) When you file a claim for disability compensation, you’ll also need to submit both of these forms: When you file a claim for disability compensation, you’ll also need to submit both of these forms: A Veteran’s Application for Increased Compensation Based on Unemployability (VA Form 21-8940) Get VA Form 21-8940 to download and and A Request for Employment Information in Connection with Claim for Disability Benefits (VA Form 21-4192) Get VA Form 21-4192 to download Learn more about special claims based on Individual Unemployability If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for increased compensation based on Individual Unemployability when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder (VA Form 21-0781) Get VA Form 21-0781 to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: A Statement in Support of Claim for Service Connection for Post-Traumatic Stress Disorder Secondary to Personal Assault (VA Form 21-0781a) Get VA Form 21-0781a to download Learn more about VA disability compensation for PTSD If you’re filing a claim for disability compensation online,you don’t need to submit this PDF form.We’ll ask you questions about your claim for PTSD when you fill out your online claim. If you’re filing a claim for disability compensation online,  When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Automobile or Other Conveyance and Adaptive Equipment (VA Form 21-4502) Get VA Form 21-4502 to download Learn more about special claims to get an automobile allowance When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Adaptive Equipment—Motor Vehicle (VA Form 10-1394) Get VA Form 10-1394 to download Learn more about special claims to get adaptive equipment for your vehicle When you file a claim for disability compensation, you’ll also need to submit this form: When you file a claim for disability compensation, you’ll also need to submit this form: An Application for Annual Clothing Allowance (VA Form 10-8678) Get VA Form 10-8678 to download Learn more about special claims to get a clothing allowance",40,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Fully Developed Claims program. disability how to file claim evidence needed fully developed claims,"If you want to get a faster decision on your disability benefits claim by submitting evidence along with your claim, use the Fully Developed Claims program. Find out how to submit a fully developed claim. And learn what evidence you’ll need to submit along with your claim.",41,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What do I need to do to submit a fully developed claim?. disability how to file claim evidence needed fully developed claims,"Here’s what you’ll need to do for us to consider your claim fully developed: Here’s what you’ll need to do for us to consider your claim fully developed: Submit your completedApplication for Disability Compensation and Related Compensation Benefits (VA Form 21-526EZ),and and Submit all the evidence (supporting documents) you have along with your claim,and and Certify that there’s no more evidence we might need to decide your claim,and and Go to any VA medical exams that we schedule, if we decide these exams are needed to make a decision on your claim",42,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What evidence will I need to submit along with my disability claim?. disability how to file claim evidence needed fully developed claims,"You’ll need to submit this evidence: You’ll need to submit this evidence: All private medical records related to the claimed condition, like reports from your own doctor or X-rays or other test results from a non-VA hospital or other treatment center,and and Any records of medical treatment you’ve received for the claimed condition while serving in the military,and and Any military personnel records you have that relate to the claimed condition,and and Information about any related health records that you don’t have but that we can request on your behalf from a federal facility like a VA medical center or clinic If you think your service records don’t include a description of your disability, you can also submit letters from family members, friends, clergy members, law enforcement personnel, or those you served with that can tell us more about your claimed condition and how and when it happened. If you think your service records don’t include a description of your disability Note:In 1973, a fire at the National Personnel Records Center (NPRC) in St. Louis destroyed records held for Veterans who were discharged from the Army and Air Force during certain periods of time. If your records were destroyed in this fire, you can get help reconstructing them. Note: Find out how to reconstruct your records",43,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Are there any risks to using the Fully Developed Claims program?. disability how to file claim evidence needed fully developed claims,"No. Filing a fully developed claim won’t affect the attention we give to your claim or the benefits you’re entitled to receive. If we determine that we need other non-federal records to make a decision on your claim, we’ll simply remove the claim from the Fully Developed Claims program and process it as a standard claim.",44,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,What should the evidence show to support my disability claim?. disability how to file claim evidence needed fully developed claims,This depends on the type of claim you’re filing. Check what evidence is needed for different types of claims,45,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Can VA help me gather evidence?. disability how to file claim evidence needed fully developed claims,"Yes. We can help you gather evidence for the Fully Developed Claims program in these ways: We’ll request your military service records (with your permission),and and We’ll request relevant Social Security benefits information and medical records that you identify and authorize us to get from a federal facility, like a VA medical center,and and We’ll schedule a health exam for you or get a medical opinion from a health care provider if we decide we need it for your claim Note:Even though we’ll gather federal records (like your DD214 or VA medical records) on your behalf, we encourage you to submit these if you have them to save time in the process. Note:",46,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,When should I turn in my evidence?. disability how to file claim evidence needed fully developed claims,"You’ll need to turn in your evidence at the same time as you file your claim. If you’re filing online, upload your medical evidence or supporting documents at the end of the disability compensation form. If you turn in more information or evidence after you submit your fully developed claim, we’ll remove your claim from the FDC program and process it as a standard claim.",47,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,How do I file a fully developed claim?. disability how to file claim evidence needed fully developed claims,"You can file a fully developed claim online, by mail, by fax, in person, or with the help of a trained professional. Find out how to file a fully developed claim for disability compensation",48,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Should I work with a Veterans Service Organization (VSO) representative to file my claim?. disability how to file claim evidence needed fully developed claims,"You don’t have to, but we encourage you to work with an accredited VSO representative. These trained professionals can help you file your claim and gather the needed medical records and evidence. Get help filing a claim",49,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Should I submit an intent to file?. disability how to file claim evidence needed fully developed claims,"If you’re not ready to file your claim yet, you may want to submit an intent to file. This sets a potential start date (or effective date) for your benefits, so you may be able to get retroactive payments. These are back payments for the time between when you submitted your intent to file and when we approved your claim. Find out how to submit an intent to file",50,,
https://www.va.gov/disability/how-to-file-claim/when-to-file/,Types of disability claims and when to file. disability how to file claim when to file,Find out when you can file your first claim for service-connected benefits. And learn what to do if you want to request more benefits or have new evidence to support a claim we denied in the past.,51,,
https://www.va.gov/disability/how-to-file-claim/evidence-needed/,Evidence needed for your disability claim. disability how to file claim evidence needed,"When you file a disability claim, we review all available evidence (supporting documents) to determine if you’re eligible for benefits. Find out what evidence you’ll need. And learn about your options for gathering documents to support your claim.",52,,
